RowNumber,AadId,FullName,JobTitle,StandardTitle,CareerStageName,JobTitleName,JobType,ReportingVP,FirstRegularHireDate,MostRecentHireDate
1466,228f3dfe-ab23-e480-8559-de1a38e99725,Richard Hall,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-17,2023-07-17
1467,9ec71c7f-59ad-8279-c2cd-3c507259237c,Christopher Brown,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-07-17,2023-07-17
1468,2f37d9e4-b8cb-ec25-00ab-b91175dced46,Jerry Becker,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-17,2023-07-17
1469,bf4f0e8f-aa71-75d9-1544-fdc9d6a78849,Susan Hunter,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-17,2023-07-17
1470,d3db21bf-fd8d-5be6-0a6d-4e7637f714b6,Nathan White,SOFTWARE ENGINEER I,Site Reliability Engineering IC2,IC2,Site Reliability Engineering,IndividualContributor,VP5,2023-07-17,2023-07-17
1471,a8aed828-be1f-aa15-47bc-cdb192c1a1db,David Mclaughlin,SOFTWARE ENGINEER,Cloud Network Engineering IC2,IC2,Cloud Network Engineering,IndividualContributor,VP1,2023-07-17,2023-07-17
1472,9f74bcbb-bff8-e599-0fc7-a3eab9a1807c,Mathew Jordan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-17,2023-07-17
1473,000bc443-309f-8a5a-f46a-f8334f9eb341,Crystal Stafford,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-17,2023-07-17
1474,77221ee4-879f-e7b1-ea15-c9eb19117843,William Brown,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-17,2023-07-17
1475,8ff56f5f-22e1-e6fc-7a78-63e25816cf84,Jonathan Davis,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-07-17,2023-07-17
1476,6fec4c4f-909f-804a-264f-c5623f8e9556,Jacqueline Thomas,SENIOR SOFTWARE ENG MANAGER,Software Engineering M4,M4,Software Engineering,PeopleManager,VP1,2023-07-17,2023-07-17
1477,afec39aa-1bf9-5619-af77-98d04d588e6d,Jessica Jones,SR. SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-07-18,2023-07-18
1478,2a9ce325-f0d1-6a48-60c6-4d337d02f46d,Danielle Patel,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-07-19,2023-07-19
1479,c059ba01-5e3a-52e1-d84b-a9f6c051a7c8,Samuel Black,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP4,2023-07-24,2023-07-24
1480,60aeee95-d9b4-e398-9cdb-24dc851e765f,Cheryl Watkins,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1481,cd9d5760-d864-faed-f165-660c78793da7,Nicole Bryant,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1482,f5655104-f9e9-3182-a415-446e60688ad7,Sarah Bender,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1483,a7277a17-fe91-4b7f-1ab9-dcb98c310bd9,Michelle Henry,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1484,9bbb5184-204c-ba05-2b5c-0b1a5d1fab73,George Hayes,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1485,10680301-a314-d5e0-4faa-479acb2b5bc1,Cathy Reynolds,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1486,09564bac-feaf-0924-ec80-b2ff90b631a6,Michael Sanders,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1487,1da49759-036d-484e-7af0-0e3ce9a41b45,Jeffrey Higgins,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1488,2aad2832-ffd8-5a33-3888-47368c9b2a5a,Jimmy Fleming,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-07-24,2023-07-24
1489,1808b832-362c-d32e-cdca-5bff7cba28ab,Phillip Cowan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1490,bf2454a5-71dd-9230-7656-36d938ef65b8,Jesse Cook,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1491,51d0def7-951f-774a-ca24-845003f429b9,James Cross,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1492,d6ef9fcc-d8b7-5013-d216-1b0642402d24,Alicia Morrow,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1493,e3ee8702-ac27-73d3-5c1c-dfb16e720470,Jennifer Adams,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1494,c2b3aba4-e5b4-2352-de40-da597abbefb5,Patricia Tran,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-07-24,2023-07-24
1495,7ef779b4-bafa-355d-1275-1512d97da9d9,Brenda Wilcox,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1496,aa3418c8-8aba-0e3f-cb0a-28a7e27974b4,Peggy Rivera,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1497,4d9ca151-f0e2-329b-d8cd-a598e7bc126f,Mark Cordova,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1498,df689bf3-b64d-016c-5166-741f0a426554,Bryan Henderson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1499,8937a28f-f0be-d924-838f-06db86e9f214,Eric Lynch,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1500,0acf1fd4-7dc8-5911-c06b-8bde7bcfc646,Gail Lane,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1501,2d848afa-254e-b80d-2965-5b8ed1cfe4a7,Lauren Pearson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1502,082bfea9-ceca-de7c-3c2d-fe5d4c9cd402,Jasmine Hill,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1503,b682540c-14fc-2a1d-cf3f-8aad316da5c2,Stephen Lee,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1504,55b260c2-2a56-8534-a918-f39f61f8eb88,Kelly Humphrey,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1505,19972b90-c4fb-d0df-74fd-87531e8f2575,Lauren King,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1506,ddac71c0-d9b1-c00f-5f6d-bf4d6a24d1e4,Lisa Campbell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1507,1ab3fc78-a8a4-acdb-a786-321cf973b79c,Alexa Gonzales,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1508,4993c1da-440c-dc82-7caa-4365125397c9,Miranda Woodward,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1509,2be8c232-9fdc-dcae-826e-7b809cd548ec,Christian Norman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1510,25fab631-3530-9a09-e108-e77f027e9384,Matthew Johnson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1511,7f97a093-63de-d5b6-b430-c5f127129579,Barbara Ward,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1512,ff25cf98-edde-5daa-d445-68c0f2dbc8db,Patricia Garcia,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1513,5afd9891-d28c-b1e5-9849-f6e61b9ae899,Duane Ray,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1514,ba2315cd-784e-65b4-61b4-3a0ea2c09cf8,Michelle Calhoun,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1515,13aa0e2f-8aaf-2224-40de-86e4e2959189,Alicia Wright,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1516,7c3ff633-770f-bed1-a92f-6f62ca003eaa,Arthur Kelly,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1517,e41a3fd1-9e2e-eaef-90d4-1aa624e51155,Joseph Webster,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1518,09d3c120-ddf2-d1dc-f592-35f5627aea6d,Lisa Morgan,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1519,f1726ba5-58f2-cc2b-1ad9-129d5e790bbe,Richard Mayer,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-24,2023-07-24
1520,c1282236-f18b-bef8-86d1-d007a93e4f45,Mikayla Ray,SR SWE MANAGER,Software Engineering M4,M4,Software Engineering,PeopleManager,VP1,2023-07-24,2023-07-24
1521,650659b7-9363-dbb1-6688-92a378e1837c,Kelsey Kemp,PRINCIPAL SOFTWARE ENG MGR,Software Engineering M5,M5,Software Engineering,PeopleManager,VP5,2023-07-24,2023-07-24
1522,b17c620c-1c18-7ccb-b468-f52d3e977027,Jamie Wheeler,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1523,d5cea144-daa8-4123-6f17-4eb362a76e71,Catherine Brown,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-07-24,2023-07-24
1524,7dd75099-91fe-4b35-7300-f9b4e11745e0,Tracy Howell,PRINCIPAL FIRMWARE MANAGER,Software Engineering M5,M5,Software Engineering,PeopleManager,VP1,2023-07-26,2023-07-26
1525,47540edf-3b3b-c09f-d5e2-95af5414daa1,Benjamin Green,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1526,169ca404-788e-4cbd-51f3-6aecd4b9b59c,Angel Atkinson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1527,64598b32-1922-011a-5d0e-5563b7092883,Cheryl Bautista,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1528,09e5d32e-db05-653c-cd1d-b747f516adfc,Mark Beard,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1529,b291525f-10cc-e1bb-15e6-eef0210cac66,Katherine Dunn,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-07-31,2023-07-31
1530,26f44c93-e09f-fe87-41b3-d99bc8161176,Leslie Miles,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1531,b505158b-66ae-00bc-1412-30bc5d4a3e5b,Patricia Moran,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1532,0d5ca780-7d16-c3ff-a842-5ee978de50bb,Angel Gray,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1533,e0b96459-0b1a-e247-9f3b-3d9548d405d9,Michael Meyer,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-07-31,2023-07-31
1534,4e1a345c-c503-102b-9b5d-d4e0426759c9,Rita Clark,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1535,3cddf084-17bb-7e80-8bea-4e6ce6bcdcde,Tyler Bowman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-07-31,2023-07-31
1536,13de3673-8dc4-941d-6aef-185889093302,Michelle Davis,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-07-31,2023-07-31
1537,5271f940-6483-ee5b-77dc-d9375f4c6063,Keith Foster,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1538,8ceaa4f1-d4c1-700e-3f4a-54d33637932a,Vanessa Flores,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1539,2c065ac7-8131-e979-00f5-5ae65d08bb72,Tracy Lopez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1540,0a0842b0-a594-24e7-2d57-1bb1770a50f1,Tonya Melendez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-07-31,2023-07-31
1541,48f25188-f4a8-d726-894c-2871a080b50c,Kimberly Hancock,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1542,b1719e1d-b059-4f6c-7edf-bfff3b7bb415,Amber Pierce,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1543,e57cb56d-c1d2-1c87-d298-083fafdfb1df,Douglas Hudson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1544,8332d113-8615-8721-cce6-3a7e47789d80,Carolyn Ramsey,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-07-31,2023-07-31
1545,66dfa257-0940-d9aa-fb32-4901a1ffde33,Erica Holder,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1546,a2ba4f80-e325-b929-123f-c39dbd3abc64,Angela Ramirez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1547,2645db1e-ce03-d24a-5028-50e4e183a3c1,Andrew Wright,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1548,265b04d8-6ebd-142f-5419-cc0fec884422,Amanda White,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1549,0f3aaf3b-1140-eafb-da29-89b8524dabb3,Jennifer Howard,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1550,6a74b881-c120-4201-d27c-c2e27b41f2df,Deanna Rodriguez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1551,78525bb9-ee3f-1ba3-a6d7-55de3358db21,Benjamin Perry,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1552,1a965699-1308-19c7-7a36-71743f01a039,Debra Parrish,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1553,605bc504-cbbf-d175-049b-7d9b816e1b68,Kelly Rogers,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1554,f1c0f06e-4d81-2737-8b88-1060a7658e16,Jacob Brown,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1555,33520ffd-413b-986c-a473-49d73dadd2aa,Mike Carpenter,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1556,c412093e-f98d-07cc-0986-4b17d5ec3246,James Booker,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1557,0524bb74-d542-ab4b-d28d-3b568fbd9709,Eddie Shea,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1558,9e92e552-81e7-6cb2-6c4d-5ac50c9b95e7,Candice Reynolds,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1559,73d784bb-2dfb-f663-fea1-6c7f01788bca,Michael Bradley,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1560,a7ec560f-9a47-78c7-af76-09c3bd7011ee,Jaime Jimenez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1561,89d72416-41c7-1f6e-e675-f4a67df2ae3c,Grant Barrett,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1562,a4a982e7-8b57-d74f-4d5d-9aa730161359,Jonathan Martin,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1563,2582f3ee-e81f-ba6c-f2c1-ea330cdaaa2d,Sonia Sawyer,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1564,10e204db-d3c0-329e-7552-30e2945c87ab,Taylor Johnson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1565,7cffe6b0-2509-93a4-a6b3-fc366d6f4c13,Cynthia Chang,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1566,ddee57f6-a914-3747-1dd6-b26aa137f99b,Benjamin Young,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1567,5c2e7630-ba88-d677-7dd1-317c5c157fba,Theresa Garrison,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1568,11d59d50-09a9-0671-e4ea-8ce92e903d5f,Tammy Ponce,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1569,508059ec-1450-ed05-3023-7842604c33b5,Reginald Dean,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1570,75de3fed-9286-e4fb-bd33-ee518248bcad,William Donaldson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1571,e06e84d9-96a3-eaca-26ec-e295abf913e0,Craig Rich,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1572,7fcf5f50-6577-fde9-6658-ee0cb5fa48cd,Renee Herrera,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1573,b94f5f23-20ec-f0aa-e179-f90e7b00e89d,Russell Case,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1574,71eba0c6-f682-48fe-6a6c-16d092c78e90,Kenneth Melton,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1575,fbee205f-8a21-28af-bff3-e2bf8c0462fb,Priscilla Stark,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1576,76417383-48cc-24d6-316b-d8a74a4f0759,Tammy Fleming,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1577,614436d9-a6b8-fdf5-6473-6acb4c6520c3,Taylor Weber,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1578,acb3b15f-9bf5-a802-7729-2af63a2df6bb,Vanessa Harris,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-07-31,2023-07-31
1579,35726261-bd10-0e26-b2bb-b9946513b2bf,Jessica Tran,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1580,a69d551d-ba5b-3d5f-45b1-16faf42ec27d,Kevin Lewis,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1581,17d4dd94-3f67-d8a1-6e4e-3e56f712e346,Laura Cantrell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1582,bb91c959-9a32-d718-9022-57ccc6729448,Austin Waters,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1583,05dcf376-40a0-362c-ba4f-a1e8d0e6b6ca,Danny Mendoza,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
1584,bc031c68-654f-cccf-2e00-3f3eb67cab62,Dean Stephens,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-07-31,2023-07-31
1585,e7875970-d230-d58d-7128-009f385e172c,Bryan Durham,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-07-31,2023-07-31
1586,2297189a-4d4a-d570-9f4a-c24845b816ea,Maria Miller,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-07-31,2023-07-31
